SEARCH_ORIGIN_CITY,SEARCH_DESTINATION_CITY,MONTH,WINDOW
CKB,VLC,2,211.0
CKB,VLC,3,40.67
CKB,VLC,4,19.4
CKB,VLC,5,61.22
CKB,VLC,6,79.09
CKB,VLC,7,85.34
CKB,VLC,8,85.03
CKB,VLC,9,31.0
CKB,VLC,10,134.67
CKB,VLC,12,8.0
CKG,ALC,1,42.71
CKG,ALC,2,104.68
CKG,ALC,3,39.42
CKG,ALC,4,65.75
CKG,ALC,5,45.18
CKG,ALC,6,56.9
CKG,ALC,7,55.15
CKG,ALC,8,24.62
CKG,ALC,9,22.46
CKG,ALC,10,70.2
CKG,ALC,11,29.8
CKG,ALC,12,62.0
CKG,CDT,2,94.6
CKG,CDT,4,65.4
CKG,CDT,6,100.0
CKG,CDT,7,59.05
CKG,CDT,12,36.5
CKG,VLC,1,60.34
CKG,VLC,2,83.73
CKG,VLC,3,70.05
CKG,VLC,4,105.42
CKG,VLC,5,80.03
CKG,VLC,6,76.38
CKG,VLC,7,77.66
CKG,VLC,8,95.2
CKG,VLC,9,56.78
CKG,VLC,10,74.89
CKG,VLC,11,85.71
CKG,VLC,12,50.57
CKX,ALC,4,1.0
CKX,ALC,7,1.0
CKX,CDT,4,2.0
CKX,VLC,3,37.0
CKX,VLC,4,29.4
CKX,VLC,5,32.5
CKX,VLC,8,37.0
CLD,ALC,2,89.0
CLD,ALC,3,35.0
CLD,ALC,4,97.0
CLD,ALC,5,36.2
CLD,ALC,6,73.67
CLD,ALC,7,105.78
CLD,ALC,8,52.25
CLD,ALC,9,0.0
CLD,ALC,10,63.0
CLD,ALC,12,84.0
CLD,CDT,2,57.0
CLD,CDT,4,151.0
CLD,CDT,6,123.25
CLD,CDT,11,120.0
CLD,VLC,1,33.44
CLD,VLC,2,32.24
CLD,VLC,3,35.0
CLD,VLC,4,39.67
CLD,VLC,5,32.73
CLD,VLC,6,42.76
CLD,VLC,7,38.36
CLD,VLC,8,32.29
CLD,VLC,9,37.04
CLD,VLC,10,212.42
CLD,VLC,11,48.8
CLD,VLC,12,50.53
CLE,ALC,1,64.69
CLE,ALC,2,73.48
CLE,ALC,3,46.56
CLE,ALC,4,50.23
CLE,ALC,5,51.42
CLE,ALC,6,38.98
CLE,ALC,7,55.1
CLE,ALC,8,57.73
CLE,ALC,9,92.19
CLE,ALC,10,74.32
CLE,ALC,11,63.31
CLE,ALC,12,53.39
CLE,CDT,1,37.0
CLE,CDT,2,195.0
CLE,CDT,3,88.82
CLE,CDT,4,83.7
CLE,CDT,5,47.62
CLE,CDT,6,73.72
CLE,CDT,7,51.62
CLE,CDT,8,77.0
CLE,CDT,9,69.0
CLE,CDT,10,81.0
CLE,CDT,12,64.0
CLE,VLC,1,85.83
CLE,VLC,2,98.07
CLE,VLC,3,85.35
CLE,VLC,4,72.97
CLE,VLC,5,66.03
CLE,VLC,6,67.72
CLE,VLC,7,76.78
CLE,VLC,8,95.76
CLE,VLC,9,98.4
CLE,VLC,10,86.31
CLE,VLC,11,88.4
CLE,VLC,12,70.86
CLL,ALC,1,104.75
CLL,ALC,3,34.25
CLL,ALC,4,61.88
CLL,ALC,5,47.88
CLL,ALC,6,90.31
CLL,ALC,7,107.78
CLL,ALC,8,69.0
CLL,ALC,9,23.5
CLL,ALC,12,63.5
CLL,CDT,5,21.5
CLL,CDT,6,133.0
CLL,CDT,7,65.4
CLL,CDT,11,145.0
CLL,CDT,12,60.0
CLL,VLC,1,19.75
CLL,VLC,2,43.88
CLL,VLC,3,36.0
CLL,VLC,4,51.19
CLL,VLC,5,89.55
CLL,VLC,6,150.69
CLL,VLC,7,111.65
CLL,VLC,8,76.75
CLL,VLC,9,31.41
CLL,VLC,10,19.89
CLL,VLC,12,68.67
CLM,ALC,3,31.0
CLM,ALC,4,31.0
CLM,ALC,6,31.0
CLM,ALC,8,31.0
CLM,VLC,3,131.0
CLM,VLC,6,37.0
CLM,VLC,9,31.0
CLM,VLC,10,21.0
CLM,VLC,11,38.0
CLP,VLC,4,31.0
CLP,VLC,5,31.0
CLT,ALC,1,90.45
CLT,ALC,2,70.16
CLT,ALC,3,71.67
CLT,ALC,4,59.89
CLT,ALC,5,60.65
CLT,ALC,6,64.06
CLT,ALC,7,78.23
CLT,ALC,8,75.87
CLT,ALC,9,82.85
CLT,ALC,10,83.1
CLT,ALC,11,84.2
CLT,ALC,12,58.72
CLT,CDT,1,106.95
CLT,CDT,2,64.82
CLT,CDT,3,54.88
CLT,CDT,4,55.02
CLT,CDT,5,108.5
CLT,CDT,6,69.7
CLT,CDT,7,90.74
CLT,CDT,8,74.7
CLT,CDT,9,65.0
CLT,CDT,10,88.08
CLT,CDT,11,127.64
CLT,CDT,12,69.75
CLT,VLC,1,88.65
CLT,VLC,2,89.49
CLT,VLC,3,84.81
CLT,VLC,4,79.54
CLT,VLC,5,78.54
CLT,VLC,6,82.41
CLT,VLC,7,90.47
CLT,VLC,8,94.23
CLT,VLC,9,94.97
CLT,VLC,10,84.9
CLT,VLC,11,64.16
CLT,VLC,12,82.75
CLY,ALC,1,102.59
CLY,ALC,2,104.55
CLY,ALC,3,107.05
CLY,ALC,4,61.53
CLY,ALC,5,61.01
CLY,ALC,6,53.93
CLY,ALC,7,28.13
CLY,ALC,8,22.74
CLY,ALC,9,49.3
CLY,ALC,10,67.8
CLY,ALC,11,73.47
CLY,ALC,12,67.86
CLY,CDT,1,60.33
CLY,CDT,2,73.14
CLY,CDT,3,103.5
CLY,CDT,4,102.58
CLY,CDT,5,36.4
CLY,CDT,6,57.38
CLY,CDT,7,22.57
CLY,CDT,8,20.64
CLY,CDT,9,44.14
CLY,CDT,10,55.0
CLY,CDT,11,156.0
CLY,CDT,12,97.67
CLY,VLC,1,99.61
CLY,VLC,2,73.14
CLY,VLC,3,56.82
CLY,VLC,4,54.35
CLY,VLC,5,60.4
CLY,VLC,6,52.36
CLY,VLC,7,52.36
CLY,VLC,8,31.97
CLY,VLC,9,56.5
CLY,VLC,10,71.51
CLY,VLC,11,57.65
CLY,VLC,12,86.89
CMF,ALC,1,54.03
CMF,ALC,2,60.6
CMF,ALC,3,53.11
CMF,ALC,4,55.37
CMF,ALC,5,57.84
CMF,ALC,6,43.74
CMF,ALC,7,30.59
CMF,ALC,8,41.34
CMF,ALC,9,53.71
CMF,ALC,10,39.57
CMF,ALC,11,37.03
CMF,ALC,12,35.98
CMF,CDT,1,63.97
CMF,CDT,2,50.79
CMF,CDT,3,49.04
CMF,CDT,4,58.47
CMF,CDT,5,45.01
CMF,CDT,6,46.11
CMF,CDT,7,42.09
CMF,CDT,8,53.08
CMF,CDT,9,37.3
CMF,CDT,10,45.36
CMF,CDT,11,49.41
CMF,CDT,12,37.36
CMF,VLC,1,65.69
CMF,VLC,2,63.98
CMF,VLC,3,58.78
CMF,VLC,4,61.54
CMF,VLC,5,52.57
CMF,VLC,6,46.36
CMF,VLC,7,62.92
CMF,VLC,8,56.08
CMF,VLC,9,47.37
CMF,VLC,10,50.65
CMF,VLC,11,49.44
CMF,VLC,12,43.66
CMH,ALC,1,35.74
CMH,ALC,2,35.17
CMH,ALC,3,48.34
CMH,ALC,4,38.25
CMH,ALC,5,34.93
CMH,ALC,6,59.16
CMH,ALC,7,50.08
CMH,ALC,8,55.43
CMH,ALC,9,76.0
CMH,ALC,10,42.15
CMH,ALC,11,46.06
CMH,ALC,12,51.19
CMH,CDT,1,43.45
CMH,CDT,2,121.43
CMH,CDT,3,99.9
CMH,CDT,4,30.0
CMH,CDT,5,42.9
CMH,CDT,6,41.92
CMH,CDT,7,21.88
CMH,CDT,8,122.85
CMH,CDT,9,42.07
CMH,CDT,10,12.97
CMH,CDT,11,50.0
CMH,CDT,12,30.46
CMH,VLC,1,77.57
CMH,VLC,2,50.02
CMH,VLC,3,81.22
CMH,VLC,4,65.62
CMH,VLC,5,66.18
CMH,VLC,6,66.22
CMH,VLC,7,88.54
CMH,VLC,8,91.3
CMH,VLC,9,74.89
CMH,VLC,10,72.27
CMH,VLC,11,68.13
CMH,VLC,12,72.36
CMI,ALC,1,67.0
CMI,ALC,2,101.83
CMI,ALC,3,69.29
CMI,ALC,4,114.56
CMI,ALC,5,52.68
CMI,ALC,6,51.91
CMI,ALC,7,37.86
CMI,ALC,8,39.3
CMI,ALC,9,26.78
CMI,ALC,12,16.0
CMI,CDT,4,57.0
CMI,CDT,6,90.0
CMI,CDT,7,66.8
CMI,CDT,8,111.0
CMI,CDT,11,169.0
CMI,VLC,1,77.1
CMI,VLC,2,60.07
CMI,VLC,3,47.84
CMI,VLC,4,115.53
CMI,VLC,5,79.6
CMI,VLC,6,84.09
CMI,VLC,7,83.53
CMI,VLC,8,65.5
CMI,VLC,9,70.18
CMI,VLC,11,35.88
CMI,VLC,12,85.33
CMR,ALC,1,74.33
CMR,ALC,2,39.0
CMR,ALC,3,98.33
CMR,ALC,4,52.0
CMR,ALC,5,60.2
CMR,ALC,6,142.76
CMR,ALC,7,134.67
CMR,ALC,8,103.58
CMR,ALC,9,91.87
CMR,ALC,10,84.75
CMR,ALC,11,21.8
CMR,ALC,12,77.25
CMR,CDT,5,1.0
CMR,CDT,8,143.5
CMR,CDT,9,58.17
CMR,CDT,11,20.0
CMR,CDT,12,20.0
CMR,VLC,1,240.46
CMR,VLC,2,207.24
CMR,VLC,3,53.75
CMR,VLC,4,108.23
CMR,VLC,5,93.75
CMR,VLC,6,157.13
CMR,VLC,7,111.76
CMR,VLC,8,97.09
CMR,VLC,9,79.27
CMR,VLC,10,71.51
CMR,VLC,11,39.89
CMR,VLC,12,34.73
CMX,ALC,1,40.33
CMX,ALC,2,31.0
CMX,ALC,3,22.5
CMX,ALC,4,124.67
CMX,ALC,5,22.64
CMX,ALC,6,340.0
CMX,ALC,7,335.0
CMX,ALC,8,31.6
CMX,ALC,9,99.0
CMX,ALC,12,32.0
CMX,CDT,6,114.5
CMX,CDT,7,103.78
CMX,CDT,11,128.0
CMX,VLC,2,24.0
CMX,VLC,3,209.18
CMX,VLC,4,92.75
CMX,VLC,5,102.04
CMX,VLC,6,68.38
CMX,VLC,7,99.16
CMX,VLC,8,95.05
CMX,VLC,10,59.76
CMX,VLC,11,46.0
CNM,ALC,7,140.75
CNM,ALC,8,31.0
CNM,ALC,9,31.0
CNM,CDT,4,76.5
CNM,CDT,6,289.0
CNM,CDT,7,75.77
CNM,VLC,2,37.0
CNM,VLC,3,31.0
CNM,VLC,4,44.8
CNM,VLC,5,94.04
CNM,VLC,6,65.12
CNM,VLC,7,100.18
CNM,VLC,8,84.11
CNM,VLC,9,31.0
CNM,VLC,10,26.27
CNM,VLC,11,38.36
CNM,VLC,12,36.73
CNY,ALC,1,31.0
CNY,ALC,3,72.0
CNY,ALC,4,185.5
CNY,ALC,5,212.0
CNY,ALC,6,220.5
CNY,ALC,7,142.67
CNY,ALC,8,65.88
CNY,ALC,9,39.5
CNY,CDT,1,150.0
CNY,CDT,4,53.0
CNY,CDT,7,74.47
CNY,CDT,10,37.0
CNY,VLC,1,177.0
CNY,VLC,2,31.0
CNY,VLC,4,91.67
CNY,VLC,5,80.44
CNY,VLC,6,64.27
CNY,VLC,7,84.69
CNY,VLC,8,98.44
CNY,VLC,9,109.75
CNY,VLC,10,113.75
CNY,VLC,11,46.18
CNY,VLC,12,12.0
COD,ALC,1,1.0
COD,ALC,2,1.0
COD,ALC,3,8.5
COD,ALC,6,97.0
COD,ALC,7,290.5
COD,ALC,8,42.5
COD,ALC,9,1.71
COD,ALC,11,57.0
COD,CDT,7,58.89
COD,VLC,1,136.32
COD,VLC,2,106.05
COD,VLC,3,134.16
COD,VLC,4,73.57
COD,VLC,5,106.33
COD,VLC,6,75.16
COD,VLC,7,82.74
COD,VLC,8,99.0
COD,VLC,9,102.62
COD,VLC,12,171.0
COL,ALC,2,63.0
COL,ALC,3,38.0
COL,ALC,4,198.0
COL,ALC,6,119.33
COL,ALC,7,34.79
COL,ALC,8,78.5
COL,ALC,10,67.33
COL,ALC,11,10.0
COL,ALC,12,13.0
COL,CDT,5,23.0
COL,VLC,1,164.0
COL,VLC,2,14.33
COL,VLC,3,88.25
COL,VLC,5,69.36
COL,VLC,6,7.0
COL,VLC,7,15.0
COL,VLC,9,81.5
COL,VLC,10,12.0
COL,VLC,11,39.5
COL,VLC,12,4.6
COS,ALC,1,83.96
COS,ALC,2,76.07
COS,ALC,3,94.47
COS,ALC,4,71.34
COS,ALC,5,82.31
COS,ALC,6,143.96
COS,ALC,7,70.43
COS,ALC,8,45.29
COS,ALC,9,75.91
COS,ALC,10,65.21
COS,ALC,11,109.77
COS,ALC,12,67.86
COS,CDT,1,48.0
COS,CDT,3,7.0
COS,CDT,4,85.0
COS,CDT,5,38.0
COS,CDT,6,23.5
COS,CDT,7,60.0
COS,CDT,9,174.5
COS,CDT,12,213.67
COS,VLC,1,82.07
COS,VLC,2,94.75
COS,VLC,3,78.48
COS,VLC,4,91.41
COS,VLC,5,101.98
COS,VLC,6,97.43
COS,VLC,7,71.95
COS,VLC,8,53.88
COS,VLC,9,41.8
COS,VLC,10,77.96
COS,VLC,11,75.15
COS,VLC,12,46.74
COU,ALC,1,102.64
COU,ALC,2,106.2
COU,ALC,3,113.5
COU,ALC,4,57.13
COU,ALC,5,59.62
COU,ALC,6,59.17
COU,ALC,7,35.43
COU,ALC,8,37.04
COU,ALC,9,94.06
COU,ALC,10,8.0
COU,ALC,11,128.88
COU,ALC,12,49.25
COU,CDT,1,42.0
COU,CDT,4,46.17
COU,CDT,6,108.57
COU,CDT,7,78.83
COU,CDT,11,189.0
COU,VLC,1,101.41
COU,VLC,2,101.77
COU,VLC,3,63.91
COU,VLC,4,99.62
COU,VLC,5,64.79
COU,VLC,6,62.38
COU,VLC,7,87.77
COU,VLC,8,92.96
COU,VLC,9,91.95
COU,VLC,10,30.0
COU,VLC,11,83.73
COU,VLC,12,170.2
CPH,ALC,1,88.18
CPH,ALC,2,80.27
CPH,ALC,3,73.46
CPH,ALC,4,70.54
CPH,ALC,5,63.13
CPH,ALC,6,52.85
CPH,ALC,7,45.28
CPH,ALC,8,60.61
CPH,ALC,9,61.86
CPH,ALC,10,69.46
CPH,ALC,11,84.96
CPH,ALC,12,82.47
CPH,CDT,1,75.97
CPH,CDT,2,63.42
CPH,CDT,3,60.79
CPH,CDT,4,68.45
CPH,CDT,5,55.5
CPH,CDT,6,40.35
CPH,CDT,7,43.28
CPH,CDT,8,52.32
CPH,CDT,9,51.44
CPH,CDT,10,60.33
CPH,CDT,11,68.24
CPH,CDT,12,71.94
CPH,VLC,1,75.36
CPH,VLC,2,65.77
CPH,VLC,3,58.87
CPH,VLC,4,62.01
CPH,VLC,5,56.82
CPH,VLC,6,49.44
CPH,VLC,7,46.38
CPH,VLC,8,57.18
CPH,VLC,9,54.59
CPH,VLC,10,58.9
CPH,VLC,11,64.93
CPH,VLC,12,69.44
CPR,ALC,1,41.0
CPR,ALC,2,78.0
CPR,ALC,3,22.17
CPR,ALC,4,88.42
CPR,ALC,5,17.0
CPR,ALC,6,63.25
CPR,ALC,7,324.22
CPR,ALC,8,195.12
CPR,ALC,9,17.0
CPR,ALC,11,57.0
CPR,CDT,1,116.8
CPR,CDT,6,83.6
CPR,CDT,7,90.6
CPR,VLC,1,85.24
CPR,VLC,2,63.73
CPR,VLC,3,72.95
CPR,VLC,4,263.37
CPR,VLC,5,192.34
CPR,VLC,6,107.0
CPR,VLC,7,86.48
CPR,VLC,8,72.08
CPR,VLC,9,42.0
CPR,VLC,10,5.0
CPR,VLC,11,62.0
CPR,VLC,12,106.0
CQF,ALC,1,11.0
CQF,ALC,2,107.0
CQF,ALC,4,4.67
CQF,ALC,5,26.33
CQF,ALC,7,14.0
CQF,ALC,8,30.0
CQF,ALC,9,1.5
CQF,ALC,10,5.0
CQF,ALC,11,47.0
CQF,VLC,1,136.5
CQF,VLC,2,111.27
CQF,VLC,3,50.5
CQF,VLC,4,59.5
CQF,VLC,6,32.5
CQF,VLC,8,26.75
CQF,VLC,9,12.0
CQF,VLC,10,16.0
CQF,VLC,11,37.33
CQF,VLC,12,359.0
CRP,ALC,1,72.91
CRP,ALC,2,139.74
CRP,ALC,3,139.62
CRP,ALC,4,84.95
CRP,ALC,5,103.1
CRP,ALC,6,41.15
CRP,ALC,7,50.58
CRP,ALC,8,67.39
CRP,ALC,9,49.14
CRP,ALC,10,84.8
CRP,ALC,11,128.12
CRP,ALC,12,39.83
CRP,CDT,4,142.0
CRP,CDT,6,141.4
CRP,CDT,7,93.0
CRP,CDT,12,58.0
CRP,VLC,1,56.21
CRP,VLC,2,51.19
CRP,VLC,3,73.19
CRP,VLC,4,75.05
CRP,VLC,5,89.44
CRP,VLC,6,70.85
CRP,VLC,7,73.51
CRP,VLC,8,68.52
CRP,VLC,9,74.16
CRP,VLC,10,78.43
CRP,VLC,11,43.87
CRP,VLC,12,61.75
CRV,ALC,1,86.21
CRV,ALC,2,49.49
CRV,ALC,3,40.31
CRV,ALC,4,54.68
CRV,ALC,5,45.88
CRV,ALC,6,43.53
CRV,ALC,7,28.01
CRV,ALC,8,28.98
CRV,ALC,9,28.58
CRV,ALC,10,59.49
CRV,ALC,11,36.54
CRV,ALC,12,29.46
CRV,CDT,1,72.5
CRV,CDT,2,45.92
CRV,CDT,3,71.59
CRV,CDT,4,46.33
CRV,CDT,5,62.5
CRV,CDT,6,33.94
CRV,CDT,7,48.61
CRV,CDT,8,22.2
CRV,CDT,9,51.3
CRV,CDT,10,59.33
CRV,CDT,11,35.58
CRV,CDT,12,45.67
CRV,VLC,1,72.28
CRV,VLC,2,69.48
CRV,VLC,3,66.42
CRV,VLC,4,55.87
CRV,VLC,5,49.83
CRV,VLC,6,48.6
CRV,VLC,7,66.33
CRV,VLC,8,43.05
CRV,VLC,9,43.4
CRV,VLC,10,65.71
CRV,VLC,11,64.78
CRV,VLC,12,46.07
CRW,ALC,1,114.38
CRW,ALC,2,60.52
CRW,ALC,3,56.87
CRW,ALC,4,64.18
CRW,ALC,5,61.74
CRW,ALC,6,49.57
CRW,ALC,7,54.1
CRW,ALC,8,54.34
CRW,ALC,9,43.84
CRW,ALC,10,120.0
CRW,ALC,12,128.43
CRW,CDT,5,36.0
CRW,CDT,6,119.2
CRW,CDT,7,85.47
CRW,CDT,8,69.0
CRW,CDT,9,37.0
CRW,CDT,10,113.0
CRW,VLC,1,72.72
CRW,VLC,2,124.06
CRW,VLC,3,137.31
CRW,VLC,4,58.97
CRW,VLC,5,70.37
CRW,VLC,6,93.29
CRW,VLC,7,89.04
CRW,VLC,8,90.6
CRW,VLC,9,86.27
CRW,VLC,10,129.02
CRW,VLC,11,73.88
CRW,VLC,12,57.82
CSG,ALC,1,34.0
CSG,ALC,2,31.0
CSG,ALC,3,26.5
CSG,ALC,4,30.45
CSG,ALC,5,88.79
CSG,ALC,6,65.52
CSG,ALC,7,33.04
CSG,ALC,8,39.05
CSG,ALC,9,30.72
CSG,ALC,10,110.0
CSG,ALC,11,70.5
CSG,ALC,12,33.1
CSG,CDT,4,31.0
CSG,CDT,5,33.07
CSG,CDT,6,17.0
CSG,CDT,7,80.0
CSG,VLC,1,68.8
CSG,VLC,2,68.14
CSG,VLC,3,69.86
CSG,VLC,4,83.83
CSG,VLC,5,89.0
CSG,VLC,6,45.44
CSG,VLC,7,75.29
CSG,VLC,8,65.3
CSG,VLC,9,47.48
CSG,VLC,10,75.0
CSG,VLC,11,31.12
CSG,VLC,12,86.44
CSO,ALC,1,217.6
CSO,ALC,2,74.57
CSO,ALC,3,72.44
CSO,ALC,4,48.71
CSO,ALC,5,17.64
CSO,ALC,6,24.09
CSO,ALC,7,2.0
CSO,ALC,8,16.3
CSO,ALC,9,2.0
CSO,ALC,10,41.2
CSO,ALC,11,111.5
CSO,ALC,12,13.0
CSO,VLC,1,43.75
CSO,VLC,2,173.0
CSO,VLC,3,6.5
CSO,VLC,4,7.0
CSO,VLC,5,7.0
CSO,VLC,7,14.0
CSO,VLC,9,1.0
CSO,VLC,10,1.0
CSX,ALC,1,36.38
CSX,ALC,2,81.15
CSX,ALC,3,128.97
CSX,ALC,4,47.0
CSX,ALC,5,21.92
CSX,ALC,6,32.4
CSX,ALC,7,95.08
CSX,ALC,8,39.4
CSX,ALC,9,35.69
CSX,ALC,10,31.0
CSX,ALC,11,44.0
CSX,ALC,12,18.43
CSX,CDT,4,63.71
CSX,CDT,6,172.5
CSX,CDT,7,70.37
CSX,CDT,12,59.0
CSX,VLC,1,99.74
CSX,VLC,2,126.68
CSX,VLC,3,118.07
CSX,VLC,4,99.35
CSX,VLC,5,79.31
CSX,VLC,6,63.65
CSX,VLC,7,83.87
CSX,VLC,8,83.41
CSX,VLC,9,67.27
CSX,VLC,10,126.77
CSX,VLC,11,30.84
CSX,VLC,12,107.5
CTA,ALC,1,66.09
CTA,ALC,2,66.07
CTA,ALC,3,61.39
CTA,ALC,4,61.86
CTA,ALC,5,58.3
CTA,ALC,6,45.28
CTA,ALC,7,39.83
CTA,ALC,8,36.62
CTA,ALC,9,41.11
CTA,ALC,10,48.08
CTA,ALC,11,50.3
CTA,ALC,12,51.85
CTA,CDT,1,67.73
CTA,CDT,2,74.47
CTA,CDT,3,67.49
CTA,CDT,4,74.32
CTA,CDT,5,62.99
CTA,CDT,6,53.96
CTA,CDT,7,39.55
CTA,CDT,8,30.67
CTA,CDT,9,38.79
CTA,CDT,10,38.8
CTA,CDT,11,65.77
CTA,CDT,12,43.58
CTA,VLC,1,77.23
CTA,VLC,2,71.38
CTA,VLC,3,67.24
CTA,VLC,4,66.07
CTA,VLC,5,61.52
CTA,VLC,6,50.81
CTA,VLC,7,44.23
CTA,VLC,8,44.5
CTA,VLC,9,49.31
CTA,VLC,10,49.02
CTA,VLC,11,56.64
CTA,VLC,12,68.55
CTU,ALC,1,15.96
CTU,ALC,2,105.86
CTU,ALC,3,83.79
CTU,ALC,4,89.05
CTU,ALC,5,78.99
CTU,ALC,6,57.75
CTU,ALC,7,28.57
CTU,ALC,8,29.55
CTU,ALC,9,62.74
CTU,ALC,10,96.25
CTU,ALC,11,23.0
CTU,ALC,12,33.5
CTU,CDT,1,85.0
CTU,CDT,4,63.71
CTU,CDT,7,57.33
CTU,VLC,1,91.19
CTU,VLC,2,87.74
CTU,VLC,3,97.42
CTU,VLC,4,90.01
CTU,VLC,5,70.19
CTU,VLC,6,114.08
CTU,VLC,7,73.71
CTU,VLC,8,60.03
CTU,VLC,9,92.62
CTU,VLC,10,103.02
CTU,VLC,11,110.47
CTU,VLC,12,95.59
CUF,ALC,1,58.97
CUF,ALC,2,56.89
CUF,ALC,3,60.53
CUF,ALC,4,68.47
CUF,ALC,5,60.23
CUF,ALC,6,43.7
CUF,ALC,7,29.19
CUF,ALC,8,47.96
CUF,ALC,9,38.79
CUF,ALC,10,29.66
CUF,ALC,11,32.5
CUF,ALC,12,31.08
CUF,CDT,1,65.76
CUF,CDT,2,42.93
CUF,CDT,3,46.85
CUF,CDT,4,40.9
CUF,CDT,5,49.36
CUF,CDT,6,46.35
CUF,CDT,7,35.71
CUF,CDT,8,39.51
CUF,CDT,9,64.55
CUF,CDT,10,40.64
CUF,CDT,11,47.04
CUF,CDT,12,40.53
CUF,VLC,1,69.48
CUF,VLC,2,50.66
CUF,VLC,3,51.34
CUF,VLC,4,48.27
CUF,VLC,5,49.48
CUF,VLC,6,46.05
CUF,VLC,7,52.21
CUF,VLC,8,40.15
CUF,VLC,9,52.74
CUF,VLC,10,38.19
CUF,VLC,11,38.8
CUF,VLC,12,36.87
CVG,ALC,1,57.71
CVG,ALC,2,92.98
CVG,ALC,3,75.83
CVG,ALC,4,56.31
CVG,ALC,5,38.83
CVG,ALC,6,53.93
CVG,ALC,7,64.35
CVG,ALC,8,83.03
CVG,ALC,9,76.75
CVG,ALC,10,83.16
CVG,ALC,11,107.11
CVG,ALC,12,79.66
CVG,CDT,1,34.06
CVG,CDT,2,8.17
CVG,CDT,3,108.24
CVG,CDT,4,69.73
CVG,CDT,5,37.8
CVG,CDT,6,86.17
CVG,CDT,7,46.04
CVG,CDT,8,135.0
CVG,CDT,9,104.67
CVG,CDT,10,89.67
CVG,CDT,11,131.0
CVG,CDT,12,118.57
CVG,VLC,1,95.23
CVG,VLC,2,77.3
CVG,VLC,3,73.83
CVG,VLC,4,69.0
CVG,VLC,5,68.92
CVG,VLC,6,73.15
CVG,VLC,7,100.77
CVG,VLC,8,102.39
CVG,VLC,9,92.11
CVG,VLC,10,69.89
CVG,VLC,11,93.7
CVG,VLC,12,85.49
CVN,ALC,6,191.5
CVN,CDT,4,56.0
CVN,CDT,5,17.0
CVN,CDT,6,162.0
CVN,CDT,7,64.33
CVN,VLC,4,113.7
CVN,VLC,5,95.64
CVN,VLC,6,77.13
CVN,VLC,7,106.5
CVN,VLC,8,62.62
CVT,ALC,1,97.17
CVT,ALC,2,116.14
CVT,ALC,3,64.83
CVT,ALC,4,57.3
CVT,ALC,5,75.76
CVT,ALC,6,61.08
CVT,ALC,7,65.52
CVT,ALC,8,59.12
CVT,ALC,9,41.29
CVT,ALC,10,118.56
CVT,ALC,11,56.7
CVT,ALC,12,81.44
CVT,CDT,4,7.0
CVT,CDT,5,129.0
CVT,CDT,7,18.14
CVT,CDT,8,102.67
CVT,CDT,9,1.0
CVT,VLC,1,133.72
CVT,VLC,2,49.54
CVT,VLC,3,52.35
CVT,VLC,4,65.36
CVT,VLC,5,64.15
CVT,VLC,6,40.83
CVT,VLC,7,34.36
CVT,VLC,8,42.45
CVT,VLC,9,78.07
CVT,VLC,10,24.32
CVT,VLC,11,21.8
CVT,VLC,12,26.64
CVU,ALC,1,43.5
CVU,ALC,2,43.0
CVU,ALC,4,65.38
CVU,ALC,5,17.0
CVU,ALC,6,217.0
CVU,ALC,7,59.25
CVU,ALC,8,68.67
CVU,ALC,11,35.0
CVU,CDT,1,59.25
CVU,CDT,2,35.0
CVU,CDT,5,77.33
CVU,CDT,7,76.11
CVU,CDT,9,59.0
CVU,CDT,10,82.0
CVU,CDT,12,22.2
CVU,VLC,1,101.0
CVU,VLC,2,87.26
CVU,VLC,3,64.07
CVU,VLC,4,96.73
CVU,VLC,5,75.49
CVU,VLC,6,59.15
CVU,VLC,7,114.87
CVU,VLC,8,83.45
CVU,VLC,9,47.5
CVU,VLC,10,122.0
CVU,VLC,11,47.0
CVU,VLC,12,44.43
CWJ,ALC,3,0.0
CWJ,ALC,4,56.0
CWJ,ALC,6,18.0
CWJ,ALC,7,151.75
CWJ,CDT,4,58.0
CWJ,CDT,6,90.0
CWJ,CDT,7,66.87
CWJ,VLC,4,83.72
CWJ,VLC,5,74.42
CWJ,VLC,6,62.84
CWJ,VLC,7,81.51
CWJ,VLC,8,72.79
CWJ,VLC,9,12.0
CWL,ALC,1,99.85
CWL,ALC,2,82.26
CWL,ALC,3,68.82
CWL,ALC,4,59.59
CWL,ALC,5,55.68
CWL,ALC,6,58.91
CWL,ALC,7,57.59
CWL,ALC,8,63.26
CWL,ALC,9,82.16
CWL,ALC,10,87.64
CWL,ALC,11,88.46
CWL,ALC,12,82.63
CWL,CDT,1,83.51
CWL,CDT,2,74.81
CWL,CDT,3,66.27
CWL,CDT,4,50.65
CWL,CDT,5,56.02
CWL,CDT,6,57.71
CWL,CDT,7,52.2
CWL,CDT,8,44.19
CWL,CDT,9,69.39
CWL,CDT,10,69.74
CWL,CDT,11,67.92
CWL,CDT,12,118.99
CWL,VLC,1,83.17
CWL,VLC,2,76.15
CWL,VLC,3,69.84
CWL,VLC,4,61.04
CWL,VLC,5,56.56
CWL,VLC,6,54.31
CWL,VLC,7,53.04
CWL,VLC,8,62.3
CWL,VLC,9,66.98
CWL,VLC,10,72.62
CWL,VLC,11,77.85
CWL,VLC,12,78.65
