SEARCH_ORIGIN_CITY,SEARCH_DESTINATION_CITY,MONTH,WINDOW
AAH,ALC,1,66.89
AAH,ALC,2,40.2
AAH,ALC,3,31.0
AAH,ALC,4,80.5
AAH,ALC,5,14.0
AAH,ALC,6,58.62
AAH,ALC,7,19.33
AAH,ALC,8,120.8
AAH,ALC,9,56.67
AAH,ALC,10,9.17
AAH,CDT,7,1.0
AAH,VLC,1,107.74
AAH,VLC,2,17.38
AAH,VLC,3,21.23
AAH,VLC,4,47.5
AAH,VLC,5,32.57
AAH,VLC,6,1.0
AAH,VLC,7,73.53
AAH,VLC,8,25.73
AAH,VLC,9,18.25
AAH,VLC,10,43.33
AAL,ALC,1,104.16
AAL,ALC,2,95.18
AAL,ALC,3,84.18
AAL,ALC,4,76.24
AAL,ALC,5,64.69
AAL,ALC,6,51.14
AAL,ALC,7,41.26
AAL,ALC,8,64.17
AAL,ALC,9,61.13
AAL,ALC,10,76.47
AAL,ALC,11,107.27
AAL,ALC,12,103.3
AAL,CDT,1,51.92
AAL,CDT,2,38.11
AAL,CDT,3,49.58
AAL,CDT,4,66.82
AAL,CDT,5,60.36
AAL,CDT,6,47.61
AAL,CDT,7,61.18
AAL,CDT,8,31.4
AAL,CDT,9,49.98
AAL,CDT,10,66.68
AAL,CDT,11,166.86
AAL,CDT,12,86.6
AAL,VLC,1,87.7
AAL,VLC,2,71.03
AAL,VLC,3,70.31
AAL,VLC,4,68.63
AAL,VLC,5,59.87
AAL,VLC,6,48.78
AAL,VLC,7,47.79
AAL,VLC,8,65.03
AAL,VLC,9,50.55
AAL,VLC,10,62.55
AAL,VLC,11,74.49
AAL,VLC,12,82.53
AAR,ALC,1,94.98
AAR,ALC,2,94.85
AAR,ALC,3,84.1
AAR,ALC,4,73.86
AAR,ALC,5,59.78
AAR,ALC,6,53.48
AAR,ALC,7,39.2
AAR,ALC,8,65.09
AAR,ALC,9,55.38
AAR,ALC,10,60.28
AAR,ALC,11,78.05
AAR,ALC,12,85.81
AAR,CDT,1,42.52
AAR,CDT,2,27.45
AAR,CDT,3,47.58
AAR,CDT,4,64.41
AAR,CDT,5,48.26
AAR,CDT,6,42.12
AAR,CDT,7,64.97
AAR,CDT,8,38.84
AAR,CDT,9,53.56
AAR,CDT,10,47.25
AAR,CDT,11,118.91
AAR,CDT,12,66.0
AAR,VLC,1,82.77
AAR,VLC,2,71.91
AAR,VLC,3,60.76
AAR,VLC,4,56.43
AAR,VLC,5,52.77
AAR,VLC,6,46.59
AAR,VLC,7,41.36
AAR,VLC,8,63.06
AAR,VLC,9,47.19
AAR,VLC,10,42.89
AAR,VLC,11,59.44
AAR,VLC,12,62.68
AAT,ALC,3,83.0
AAT,ALC,5,57.0
AAT,ALC,6,201.0
AAT,CDT,4,64.17
AAT,CDT,6,154.5
AAT,CDT,7,52.29
AAT,VLC,1,1.0
AAT,VLC,2,8.17
AAT,VLC,3,7.33
AAT,VLC,4,85.93
AAT,VLC,5,74.17
AAT,VLC,6,61.13
AAT,VLC,7,74.2
AAT,VLC,8,66.56
AAT,VLC,9,12.0
ABC,ALC,1,47.43
ABC,ALC,2,22.0
ABC,ALC,3,29.88
ABC,ALC,4,21.55
ABC,ALC,5,34.33
ABC,ALC,6,16.24
ABC,ALC,7,9.39
ABC,ALC,8,11.76
ABC,ALC,9,18.64
ABC,ALC,10,0.0
ABC,ALC,11,4.0
ABC,CDT,2,24.4
ABC,CDT,3,16.5
ABC,CDT,4,31.08
ABC,CDT,5,13.28
ABC,CDT,6,19.62
ABC,CDT,7,13.51
ABC,CDT,8,17.03
ABC,CDT,9,5.0
ABC,VLC,1,35.77
ABC,VLC,2,33.57
ABC,VLC,3,20.0
ABC,VLC,4,16.62
ABC,VLC,5,16.98
ABC,VLC,6,17.74
ABC,VLC,7,31.54
ABC,VLC,8,28.3
ABC,VLC,9,10.5
ABC,VLC,10,20.58
ABC,VLC,11,21.87
ABC,VLC,12,19.47
ABE,ALC,1,69.84
ABE,ALC,2,36.45
ABE,ALC,3,72.16
ABE,ALC,4,33.64
ABE,ALC,5,35.99
ABE,ALC,6,49.56
ABE,ALC,7,45.21
ABE,ALC,8,37.95
ABE,ALC,9,30.45
ABE,ALC,10,45.5
ABE,ALC,11,70.54
ABE,ALC,12,35.93
ABE,CDT,1,31.0
ABE,CDT,2,31.0
ABE,CDT,4,40.0
ABE,CDT,6,70.5
ABE,CDT,7,48.17
ABE,CDT,9,31.0
ABE,CDT,12,127.0
ABE,VLC,1,107.5
ABE,VLC,2,73.48
ABE,VLC,3,53.03
ABE,VLC,4,82.72
ABE,VLC,5,45.84
ABE,VLC,6,57.92
ABE,VLC,7,50.63
ABE,VLC,8,45.73
ABE,VLC,9,108.72
ABE,VLC,10,126.33
ABE,VLC,11,66.02
ABE,VLC,12,102.02
ABI,ALC,1,91.72
ABI,ALC,2,77.64
ABI,ALC,3,79.08
ABI,ALC,4,133.35
ABI,ALC,5,35.8
ABI,ALC,6,24.38
ABI,ALC,7,30.27
ABI,ALC,8,52.11
ABI,ALC,9,30.67
ABI,ALC,10,31.0
ABI,ALC,11,136.86
ABI,ALC,12,94.2
ABI,CDT,7,41.25
ABI,VLC,1,182.17
ABI,VLC,2,31.1
ABI,VLC,3,242.62
ABI,VLC,4,166.06
ABI,VLC,5,71.58
ABI,VLC,6,67.06
ABI,VLC,7,55.42
ABI,VLC,8,54.65
ABI,VLC,9,43.0
ABI,VLC,10,2.2
ABI,VLC,11,30.27
ABL,ALC,2,47.0
ABL,ALC,3,45.0
ABL,ALC,4,31.0
ABL,ALC,6,17.0
ABL,ALC,10,1.0
ABL,CDT,8,38.0
ABL,VLC,3,28.0
ABL,VLC,4,122.0
ABL,VLC,5,18.0
ABL,VLC,6,14.0
ABL,VLC,7,1.0
ABL,VLC,10,61.0
ABQ,ALC,1,41.45
ABQ,ALC,2,66.03
ABQ,ALC,3,41.42
ABQ,ALC,4,72.14
ABQ,ALC,5,54.82
ABQ,ALC,6,60.15
ABQ,ALC,7,79.79
ABQ,ALC,8,72.66
ABQ,ALC,9,84.94
ABQ,ALC,10,61.01
ABQ,ALC,11,55.54
ABQ,ALC,12,46.64
ABQ,CDT,1,79.0
ABQ,CDT,2,16.67
ABQ,CDT,4,61.5
ABQ,CDT,5,59.0
ABQ,CDT,6,65.17
ABQ,CDT,7,74.0
ABQ,CDT,8,129.0
ABQ,CDT,9,112.25
ABQ,CDT,10,114.0
ABQ,CDT,12,17.0
ABQ,VLC,1,69.43
ABQ,VLC,2,52.97
ABQ,VLC,3,84.07
ABQ,VLC,4,70.24
ABQ,VLC,5,67.96
ABQ,VLC,6,60.2
ABQ,VLC,7,101.85
ABQ,VLC,8,85.05
ABQ,VLC,9,99.28
ABQ,VLC,10,80.5
ABQ,VLC,11,93.43
ABQ,VLC,12,49.85
ABR,ALC,1,55.32
ABR,ALC,2,59.88
ABR,ALC,3,51.15
ABR,ALC,4,48.62
ABR,ALC,5,45.31
ABR,ALC,6,33.82
ABR,ALC,7,45.11
ABR,ALC,8,41.6
ABR,ALC,9,36.44
ABR,ALC,10,36.7
ABR,ALC,11,39.26
ABR,ALC,12,40.93
ABR,CDT,1,189.0
ABR,CDT,2,31.0
ABR,CDT,4,47.6
ABR,CDT,6,20.0
ABR,CDT,7,41.6
ABR,CDT,8,31.0
ABR,CDT,9,55.0
ABR,CDT,11,37.0
ABR,CDT,12,36.82
ABR,VLC,1,64.63
ABR,VLC,2,52.97
ABR,VLC,3,49.14
ABR,VLC,4,48.44
ABR,VLC,5,57.31
ABR,VLC,6,49.8
ABR,VLC,7,57.58
ABR,VLC,8,33.02
ABR,VLC,9,84.83
ABR,VLC,10,31.0
ABR,VLC,11,30.5
ABR,VLC,12,37.0
ABY,ALC,1,54.43
ABY,ALC,2,38.69
ABY,ALC,3,143.45
ABY,ALC,4,35.36
ABY,ALC,5,34.14
ABY,ALC,6,71.44
ABY,ALC,7,35.22
ABY,ALC,8,29.53
ABY,ALC,9,30.97
ABY,ALC,10,31.0
ABY,ALC,11,26.79
ABY,ALC,12,31.0
ABY,CDT,4,51.33
ABY,CDT,7,53.22
ABY,CDT,9,0.0
ABY,VLC,1,107.76
ABY,VLC,2,86.38
ABY,VLC,3,220.86
ABY,VLC,4,59.71
ABY,VLC,5,59.58
ABY,VLC,6,70.05
ABY,VLC,7,54.41
ABY,VLC,8,35.89
ABY,VLC,9,27.84
ABY,VLC,10,54.2
ABY,VLC,11,79.0
ABY,VLC,12,63.0
ABZ,ALC,1,87.35
ABZ,ALC,2,67.93
ABZ,ALC,3,65.92
ABZ,ALC,4,64.06
ABZ,ALC,5,58.72
ABZ,ALC,6,60.29
ABZ,ALC,7,59.91
ABZ,ALC,8,63.73
ABZ,ALC,9,68.28
ABZ,ALC,10,73.38
ABZ,ALC,11,80.86
ABZ,ALC,12,61.13
ABZ,CDT,1,63.68
ABZ,CDT,2,94.53
ABZ,CDT,3,89.37
ABZ,CDT,4,58.4
ABZ,CDT,5,43.83
ABZ,CDT,6,54.54
ABZ,CDT,7,83.8
ABZ,CDT,8,71.91
ABZ,CDT,9,77.79
ABZ,CDT,10,113.84
ABZ,CDT,11,50.9
ABZ,CDT,12,86.75
ABZ,VLC,1,85.11
ABZ,VLC,2,77.57
ABZ,VLC,3,65.67
ABZ,VLC,4,62.53
ABZ,VLC,5,62.77
ABZ,VLC,6,56.5
ABZ,VLC,7,60.77
ABZ,VLC,8,60.32
ABZ,VLC,9,63.81
ABZ,VLC,10,73.67
ABZ,VLC,11,74.91
ABZ,VLC,12,68.08
ACE,ALC,1,53.44
ACE,ALC,2,50.97
ACE,ALC,3,50.71
ACE,ALC,4,53.73
ACE,ALC,5,53.22
ACE,ALC,6,47.73
ACE,ALC,7,44.79
ACE,ALC,8,39.29
ACE,ALC,9,43.02
ACE,ALC,10,42.34
ACE,ALC,11,46.45
ACE,ALC,12,40.83
ACE,CDT,1,83.2
ACE,CDT,2,66.17
ACE,CDT,3,63.65
ACE,CDT,4,65.43
ACE,CDT,5,60.96
ACE,CDT,6,54.25
ACE,CDT,7,51.19
ACE,CDT,8,43.98
ACE,CDT,9,60.92
ACE,CDT,10,62.21
ACE,CDT,11,60.71
ACE,CDT,12,67.75
ACE,VLC,1,73.02
ACE,VLC,2,69.65
ACE,VLC,3,64.66
ACE,VLC,4,68.07
ACE,VLC,5,62.51
ACE,VLC,6,55.24
ACE,VLC,7,49.61
ACE,VLC,8,50.7
ACE,VLC,9,56.02
ACE,VLC,10,54.73
ACE,VLC,11,51.64
ACE,VLC,12,56.29
ACF,ALC,12,58.0
ACF,CDT,12,58.0
ACF,VLC,12,58.0
ACI,ALC,1,31.78
ACI,ALC,2,74.74
ACI,ALC,3,68.38
ACI,ALC,4,43.29
ACI,ALC,5,32.14
ACI,ALC,6,44.11
ACI,ALC,7,43.61
ACI,ALC,8,20.38
ACI,ALC,9,26.25
ACI,ALC,10,28.67
ACI,ALC,11,37.52
ACI,ALC,12,30.81
ACI,CDT,1,13.0
ACI,CDT,2,148.33
ACI,CDT,4,30.5
ACI,CDT,5,31.0
ACI,CDT,7,58.0
ACI,CDT,8,19.0
ACI,CDT,9,19.33
ACI,CDT,12,128.0
ACI,VLC,1,23.15
ACI,VLC,2,88.76
ACI,VLC,3,50.75
ACI,VLC,4,92.39
ACI,VLC,5,71.81
ACI,VLC,6,69.88
ACI,VLC,7,109.24
ACI,VLC,8,61.79
ACI,VLC,9,32.0
ACI,VLC,10,18.5
ACI,VLC,11,7.0
ACI,VLC,12,53.33
ACK,ALC,2,134.0
ACK,ALC,3,118.0
ACK,ALC,4,86.5
ACK,ALC,5,3.0
ACK,ALC,6,94.67
ACK,ALC,7,21.23
ACK,ALC,8,28.93
ACK,ALC,9,233.33
ACK,CDT,4,71.67
ACK,CDT,6,137.67
ACK,CDT,7,61.81
ACK,VLC,1,113.42
ACK,VLC,2,71.5
ACK,VLC,3,19.88
ACK,VLC,4,74.75
ACK,VLC,5,80.5
ACK,VLC,6,85.14
ACK,VLC,7,49.43
ACK,VLC,8,17.88
ACK,VLC,9,18.0
ACK,VLC,10,19.75
ACK,VLC,11,24.0
ACK,VLC,12,187.0
ACT,ALC,1,1.0
ACT,ALC,2,15.8
ACT,ALC,3,21.29
ACT,ALC,5,45.0
ACT,ALC,6,225.33
ACT,ALC,7,1.0
ACT,ALC,12,67.0
ACT,CDT,5,37.0
ACT,CDT,7,34.17
ACT,VLC,1,5.25
ACT,VLC,2,194.0
ACT,VLC,3,52.0
ACT,VLC,4,106.25
ACT,VLC,5,83.72
ACT,VLC,6,70.56
ACT,VLC,7,70.69
ACT,VLC,8,67.62
ACT,VLC,11,143.0
ACT,VLC,12,67.0
ACV,ALC,1,16.67
ACV,ALC,2,20.0
ACV,ALC,3,85.92
ACV,ALC,4,57.48
ACV,ALC,5,38.27
ACV,ALC,6,74.62
ACV,ALC,7,28.0
ACV,ALC,8,28.71
ACV,ALC,9,49.52
ACV,ALC,10,61.0
ACV,ALC,11,23.8
ACV,ALC,12,36.5
ACV,CDT,1,35.0
ACV,CDT,3,12.0
ACV,CDT,4,48.6
ACV,CDT,5,81.0
ACV,CDT,6,80.67
ACV,CDT,7,72.0
ACV,CDT,8,6.0
ACV,VLC,1,51.27
ACV,VLC,2,59.16
ACV,VLC,3,54.96
ACV,VLC,4,55.16
ACV,VLC,5,50.13
ACV,VLC,6,66.67
ACV,VLC,7,52.38
ACV,VLC,8,49.06
ACV,VLC,9,56.18
ACV,VLC,10,59.19
ACV,VLC,11,38.31
ACV,VLC,12,29.09
ACX,ALC,1,1.0
ACX,ALC,2,1.0
ACX,ALC,3,1.0
ACX,ALC,7,241.0
ACX,CDT,4,64.17
ACX,CDT,7,72.25
ACX,VLC,1,25.67
ACX,VLC,2,13.4
ACX,VLC,3,1.0
ACX,VLC,4,85.93
ACX,VLC,5,74.3
ACX,VLC,6,62.87
ACX,VLC,7,75.67
ACX,VLC,8,74.32
ADK,ALC,6,234.0
ADK,ALC,7,96.33
ADK,CDT,4,64.17
ADK,CDT,6,90.0
ADK,CDT,7,57.62
ADK,VLC,3,47.0
ADK,VLC,4,87.45
ADK,VLC,5,73.65
ADK,VLC,6,61.11
ADK,VLC,7,74.92
ADK,VLC,8,65.76
ADK,VLC,11,21.0
ADQ,ALC,5,57.5
ADQ,ALC,6,67.0
ADQ,ALC,7,145.8
ADQ,CDT,4,65.5
ADQ,CDT,6,188.25
ADQ,CDT,7,70.56
ADQ,CDT,11,29.33
ADQ,VLC,4,75.6
ADQ,VLC,5,81.33
ADQ,VLC,6,71.82
ADQ,VLC,7,80.95
ADQ,VLC,8,19.2
ADQ,VLC,10,16.0
AEB,ALC,6,147.0
AEB,ALC,9,99.0
AEB,ALC,12,67.0
AEB,CDT,4,64.17
AEB,CDT,5,37.0
AEB,CDT,6,90.0
AEB,CDT,7,55.8
AEB,VLC,1,38.0
AEB,VLC,2,44.0
AEB,VLC,4,86.95
AEB,VLC,5,69.9
AEB,VLC,6,65.06
AEB,VLC,7,73.97
AEB,VLC,8,64.95
AEB,VLC,12,67.0
AEI,ALC,1,25.5
AEI,ALC,2,29.75
AEI,ALC,3,27.13
AEI,ALC,4,21.28
AEI,ALC,5,21.4
AEI,ALC,6,22.62
AEI,ALC,7,18.72
AEI,ALC,8,11.54
AEI,ALC,9,14.46
AEI,ALC,10,14.25
AEI,ALC,11,12.87
AEI,ALC,12,30.21
AEI,CDT,1,38.11
AEI,CDT,2,38.45
AEI,CDT,3,29.79
AEI,CDT,4,29.78
AEI,CDT,5,39.59
AEI,CDT,6,36.34
AEI,CDT,7,21.99
AEI,CDT,8,17.49
AEI,CDT,9,17.11
AEI,CDT,10,30.61
AEI,CDT,11,35.78
AEI,CDT,12,17.3
AEI,VLC,1,44.28
AEI,VLC,2,42.17
AEI,VLC,3,40.9
AEI,VLC,4,38.26
AEI,VLC,5,43.7
AEI,VLC,6,33.03
AEI,VLC,7,28.52
AEI,VLC,8,21.67
AEI,VLC,9,29.39
AEI,VLC,10,28.97
AEI,VLC,11,27.91
AEI,VLC,12,31.12
AES,ALC,1,103.54
AES,ALC,2,90.72
AES,ALC,3,74.21
AES,ALC,4,67.92
AES,ALC,5,56.5
AES,ALC,6,46.07
AES,ALC,7,38.22
AES,ALC,8,56.42
AES,ALC,9,59.53
AES,ALC,10,79.59
AES,ALC,11,91.27
AES,ALC,12,88.61
AES,CDT,1,54.0
AES,CDT,2,135.33
AES,CDT,3,91.5
AES,CDT,4,86.87
AES,CDT,5,22.83
AES,CDT,6,37.0
AES,CDT,7,66.45
AES,CDT,8,43.68
AES,CDT,9,24.75
AES,CDT,10,63.67
AES,CDT,11,14.0
AES,CDT,12,43.0
AES,VLC,1,95.36
AES,VLC,2,80.74
AES,VLC,3,68.16
AES,VLC,4,74.22
AES,VLC,5,59.95
AES,VLC,6,57.58
AES,VLC,7,58.37
AES,VLC,8,60.86
AES,VLC,9,48.45
AES,VLC,10,78.7
AES,VLC,11,65.54
AES,VLC,12,64.42
AET,VLC,8,38.0
AEX,ALC,1,30.1
AEX,ALC,2,50.59
AEX,ALC,3,46.48
AEX,ALC,4,24.33
AEX,ALC,5,41.5
AEX,ALC,6,53.64
AEX,ALC,7,35.77
AEX,ALC,8,62.29
AEX,ALC,9,27.03
AEX,ALC,10,22.31
AEX,ALC,12,17.04
AEX,CDT,2,145.73
AEX,CDT,4,92.0
AEX,CDT,5,72.0
AEX,CDT,6,262.33
AEX,CDT,7,32.33
AEX,CDT,9,203.0
AEX,VLC,1,77.45
AEX,VLC,2,113.15
AEX,VLC,3,64.11
AEX,VLC,4,127.45
AEX,VLC,5,103.96
AEX,VLC,6,82.75
AEX,VLC,7,50.6
AEX,VLC,8,91.73
AEX,VLC,9,61.9
AEX,VLC,10,145.0
AEX,VLC,11,22.3
AEX,VLC,12,57.0
AGB,ALC,1,99.21
AGB,ALC,2,86.04
AGB,ALC,3,49.16
AGB,ALC,4,52.61
AGB,ALC,5,51.87
AGB,ALC,6,43.69
AGB,ALC,7,54.15
AGB,ALC,8,53.34
AGB,ALC,9,43.91
AGB,ALC,10,80.77
AGB,ALC,11,42.97
AGB,ALC,12,62.58
AGB,CDT,1,37.0
AGB,CDT,2,69.39
AGB,CDT,3,40.98
AGB,CDT,4,37.55
AGB,CDT,5,19.57
AGB,CDT,6,52.5
AGB,CDT,7,46.64
AGB,CDT,9,5.6
AGB,VLC,1,86.43
AGB,VLC,2,75.96
AGB,VLC,3,45.52
AGB,VLC,4,60.73
AGB,VLC,5,61.79
AGB,VLC,6,48.09
AGB,VLC,7,53.63
AGB,VLC,8,53.38
AGB,VLC,9,47.38
AGB,VLC,10,55.21
AGB,VLC,11,49.02
AGB,VLC,12,57.75
AGE,ALC,8,29.25
AGE,ALC,9,71.0
AGE,VLC,6,67.8
AGE,VLC,7,18.5
AGE,VLC,8,50.0
AGE,VLC,9,203.25
AGF,ALC,1,37.31
AGF,ALC,2,29.38
AGF,ALC,3,56.08
AGF,ALC,4,64.89
AGF,ALC,5,38.4
AGF,ALC,6,36.7
AGF,ALC,7,15.65
AGF,ALC,8,29.5
AGF,ALC,9,76.0
AGF,ALC,10,156.79
AGF,ALC,11,50.47
AGF,ALC,12,41.33
AGF,VLC,1,60.39
AGF,VLC,2,27.0
AGF,VLC,3,81.53
AGF,VLC,4,65.5
AGF,VLC,5,109.67
AGF,VLC,6,42.87
AGF,VLC,7,15.28
AGF,VLC,8,14.13
AGF,VLC,9,20.42
AGF,VLC,10,30.36
AGF,VLC,11,17.85
AGF,VLC,12,79.0
AGH,ALC,1,75.78
AGH,ALC,2,58.78
AGH,ALC,3,56.37
AGH,ALC,4,49.7
AGH,ALC,5,42.92
AGH,ALC,6,37.3
AGH,ALC,7,23.66
AGH,ALC,8,39.3
AGH,ALC,9,30.8
AGH,ALC,10,32.67
AGH,ALC,11,46.58
AGH,ALC,12,61.92
AGH,CDT,1,78.05
AGH,CDT,2,91.96
AGH,CDT,3,63.45
AGH,CDT,4,74.43
AGH,CDT,5,34.13
AGH,CDT,6,37.09
AGH,CDT,7,38.39
AGH,CDT,8,42.36
AGH,CDT,9,44.73
AGH,CDT,10,61.18
AGH,CDT,11,71.62
AGH,CDT,12,54.94
AGH,VLC,1,55.34
AGH,VLC,2,65.7
AGH,VLC,3,51.03
AGH,VLC,4,52.85
AGH,VLC,5,44.35
AGH,VLC,6,54.55
AGH,VLC,7,70.25
AGH,VLC,8,46.23
AGH,VLC,9,37.37
AGH,VLC,10,37.2
AGH,VLC,11,54.28
AGH,VLC,12,47.27
AGN,ALC,6,208.0
AGN,ALC,7,327.0
AGN,VLC,6,176.0
AGN,VLC,7,162.0
AGN,VLC,11,80.0
AGP,ALC,1,49.92
AGP,ALC,2,47.69
AGP,ALC,3,44.09
AGP,ALC,4,42.64
AGP,ALC,5,38.19
AGP,ALC,6,36.5
AGP,ALC,7,32.13
AGP,ALC,8,30.99
AGP,ALC,9,31.64
AGP,ALC,10,33.05
AGP,ALC,11,37.45
AGP,ALC,12,36.18
AGP,CDT,1,41.17
AGP,CDT,2,38.6
AGP,CDT,3,38.54
AGP,CDT,4,39.5
AGP,CDT,5,42.21
AGP,CDT,6,34.81
AGP,CDT,7,32.58
AGP,CDT,8,25.01
AGP,CDT,9,34.28
AGP,CDT,10,41.41
AGP,CDT,11,34.35
AGP,CDT,12,36.92
AGP,VLC,1,43.33
AGP,VLC,2,43.18
AGP,VLC,3,41.44
AGP,VLC,4,41.63
AGP,VLC,5,40.51
AGP,VLC,6,37.92
AGP,VLC,7,34.99
AGP,VLC,8,33.04
AGP,VLC,9,35.75
AGP,VLC,10,34.79
AGP,VLC,11,35.71
AGP,VLC,12,38.95
AGS,ALC,1,110.96
AGS,ALC,2,144.0
AGS,ALC,3,107.08
AGS,ALC,4,77.49
AGS,ALC,5,84.02
AGS,ALC,6,51.63
AGS,ALC,7,30.17
AGS,ALC,8,27.14
AGS,ALC,9,54.13
AGS,ALC,10,55.54
AGS,ALC,11,77.22
AGS,ALC,12,32.2
AGS,CDT,2,71.0
AGS,CDT,4,19.0
AGS,CDT,6,155.67
AGS,CDT,7,36.64
AGS,VLC,1,39.49
AGS,VLC,2,40.25
AGS,VLC,3,149.46
AGS,VLC,4,96.21
AGS,VLC,5,111.39
AGS,VLC,6,91.4
AGS,VLC,7,65.66
AGS,VLC,8,57.61
AGS,VLC,9,68.27
AGS,VLC,10,61.07
AGS,VLC,11,28.17
AGS,VLC,12,79.05
AHJ,CDT,4,65.4
AHJ,CDT,6,90.0
AHJ,CDT,7,55.8
AHJ,VLC,2,44.0
AHJ,VLC,3,52.0
AHJ,VLC,4,88.95
AHJ,VLC,5,74.42
AHJ,VLC,6,63.45
AHJ,VLC,7,73.66
AHJ,VLC,8,62.24
AHJ,VLC,11,77.0
AHN,ALC,1,55.76
AHN,ALC,2,34.18
AHN,ALC,3,33.85
AHN,ALC,4,43.23
AHN,ALC,5,45.14
AHN,ALC,6,54.61
AHN,ALC,7,32.21
AHN,ALC,8,28.74
AHN,ALC,9,31.07
AHN,ALC,10,80.71
AHN,ALC,11,37.53
AHN,ALC,12,65.39
AHN,CDT,1,91.0
AHN,CDT,2,43.0
AHN,CDT,3,67.0
AHN,CDT,4,56.6
AHN,CDT,6,64.0
AHN,CDT,7,25.67
AHN,CDT,11,105.0
AHN,VLC,1,66.7
AHN,VLC,2,93.77
AHN,VLC,3,66.73
AHN,VLC,4,82.63
AHN,VLC,5,54.63
AHN,VLC,6,59.48
AHN,VLC,7,47.74
AHN,VLC,8,51.37
AHN,VLC,9,50.72
AHN,VLC,10,94.04
AHN,VLC,11,69.16
AHN,VLC,12,86.13
AHO,ALC,1,72.61
AHO,ALC,2,68.6
AHO,ALC,3,61.67
AHO,ALC,4,60.0
AHO,ALC,5,60.99
AHO,ALC,6,48.39
AHO,ALC,7,34.93
AHO,ALC,8,36.66
AHO,ALC,9,32.33
AHO,ALC,10,33.08
AHO,ALC,11,51.83
AHO,ALC,12,51.7
AHO,CDT,1,116.16
AHO,CDT,2,80.24
AHO,CDT,3,78.86
AHO,CDT,4,76.88
AHO,CDT,5,69.0
AHO,CDT,6,55.05
AHO,CDT,7,40.49
AHO,CDT,8,28.14
AHO,CDT,9,28.35
AHO,CDT,10,58.91
AHO,CDT,11,82.59
AHO,CDT,12,52.74
AHO,VLC,1,108.66
AHO,VLC,2,101.0
AHO,VLC,3,88.36
AHO,VLC,4,79.12
AHO,VLC,5,66.36
AHO,VLC,6,51.04
AHO,VLC,7,40.17
AHO,VLC,8,42.19
AHO,VLC,9,60.28
AHO,VLC,10,51.22
AHO,VLC,11,57.17
AHO,VLC,12,77.57
AIA,ALC,1,55.83
AIA,ALC,2,29.27
AIA,ALC,3,68.64
AIA,ALC,4,36.69
AIA,ALC,5,44.79
AIA,ALC,6,44.71
AIA,ALC,7,54.94
AIA,ALC,8,31.58
AIA,ALC,9,35.4
AIA,ALC,10,35.38
AIA,ALC,11,68.67
AIA,ALC,12,120.67
AIA,CDT,2,37.0
AIA,CDT,3,37.0
AIA,CDT,4,37.0
AIA,CDT,5,37.0
AIA,CDT,6,96.75
AIA,CDT,7,65.45
AIA,CDT,8,37.0
AIA,CDT,9,35.0
AIA,CDT,10,35.59
AIA,CDT,11,37.0
AIA,CDT,12,37.0
AIA,VLC,1,36.12
AIA,VLC,2,34.82
AIA,VLC,3,33.32
AIA,VLC,4,43.92
AIA,VLC,5,63.44
AIA,VLC,6,69.98
AIA,VLC,7,90.24
AIA,VLC,8,43.33
AIA,VLC,9,35.72
AIA,VLC,10,36.36
AIA,VLC,11,34.23
AIA,VLC,12,35.94
AIN,CDT,1,22.0
AIX,ALC,1,118.0
AIX,ALC,3,6.0
AIX,ALC,4,81.0
AIX,ALC,5,65.0
AIX,ALC,6,138.0
AIX,ALC,7,26.5
AIX,ALC,10,20.0
AIX,CDT,1,161.0
AIX,CDT,4,20.67
AIX,CDT,5,8.5
AIX,CDT,8,64.0
AIX,CDT,9,11.0
AIX,CDT,12,125.0
AIX,VLC,1,187.82
AIX,VLC,3,62.67
AIX,VLC,4,69.88
AIX,VLC,5,19.4
AIX,VLC,7,39.0
AIX,VLC,8,64.0
AIX,VLC,9,11.0
AIX,VLC,12,59.0
AIY,ALC,10,19.0
AIY,CDT,4,132.0
AIY,CDT,7,48.75
AIY,CDT,10,31.0
AIY,VLC,1,111.0
AIY,VLC,4,86.0
AIY,VLC,5,76.0
AIY,VLC,6,64.71
AIY,VLC,7,98.17
AIY,VLC,8,83.6
AIY,VLC,10,71.5
AJA,ALC,1,97.36
AJA,ALC,2,100.65
AJA,ALC,3,70.62
AJA,ALC,4,65.45
AJA,ALC,5,66.21
AJA,ALC,6,41.5
AJA,ALC,7,33.38
AJA,ALC,8,37.45
AJA,ALC,9,27.6
AJA,ALC,10,31.21
AJA,ALC,11,56.05
AJA,ALC,12,84.21
AJA,CDT,1,61.04
AJA,CDT,2,63.26
AJA,CDT,3,118.41
AJA,CDT,4,96.61
AJA,CDT,5,41.34
AJA,CDT,6,57.8
AJA,CDT,7,25.03
AJA,CDT,8,20.9
AJA,CDT,9,38.0
AJA,CDT,10,121.57
AJA,CDT,12,62.67
AJA,VLC,1,102.87
AJA,VLC,2,106.57
AJA,VLC,3,83.59
AJA,VLC,4,72.83
AJA,VLC,5,66.86
AJA,VLC,6,48.57
AJA,VLC,7,36.83
AJA,VLC,8,41.52
AJA,VLC,9,48.77
AJA,VLC,10,59.56
AJA,VLC,11,101.17
AJA,VLC,12,98.28
AJR,ALC,1,108.95
AJR,ALC,2,33.05
AJR,ALC,3,60.33
AJR,ALC,4,43.27
AJR,ALC,5,45.78
AJR,ALC,6,69.0
AJR,ALC,7,20.84
AJR,ALC,8,41.81
